RunAccession,SampleAccession,DatasetAccession,LibraryStrategy,DatasetReadable,PairedEnd,Source,Endedness
INH053901,INH053900,INH050000,rRNA,INH05_Novak2019Clones,False,In-House,Single
INH053902,INH053900,INH050000,rRNA,INH05_Novak2019Clones,False,In-House,Single
INH053903,INH053900,INH050000,rRNA,INH05_Novak2019Clones,False,In-House,Single
INH053904,INH053900,INH050000,rRNA,INH05_Novak2019Clones,False,In-House,Single
INH054001,INH054000,INH050000,rRNA,INH05_Novak2019Clones,False,In-House,Single
INH054002,INH054000,INH050000,rRNA,INH05_Novak2019Clones,False,In-House,Single
INH054003,INH054000,INH050000,rRNA,INH05_Novak2019Clones,False,In-House,Single
INH054004,INH054000,INH050000,rRNA,INH05_Novak2019Clones,False,In-House,Single
INH054101,INH054100,INH050000,rRNA,INH05_Novak2019Clones,False,In-House,Single
INH054102,INH054100,INH050000,rRNA,INH05_Novak2019Clones,False,In-House,Single
INH054103,INH054100,INH050000,rRNA,INH05_Novak2019Clones,False,In-House,Single
INH054104,INH054100,INH050000,rRNA,INH05_Novak2019Clones,False,In-House,Single
INH054201,INH054200,INH050000,rRNA,INH05_Novak2019Clones,False,In-House,Single
INH054202,INH054200,INH050000,rRNA,INH05_Novak2019Clones,False,In-House,Single
INH054203,INH054200,INH050000,rRNA,INH05_Novak2019Clones,False,In-House,Single
INH054204,INH054200,INH050000,rRNA,INH05_Novak2019Clones,False,In-House,Single
INH060101,INH060100,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060102,INH060100,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060201,INH060200,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060202,INH060200,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060301,INH060300,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060302,INH060300,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060401,INH060400,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060402,INH060400,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060501,INH060500,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060502,INH060500,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060601,INH060600,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060602,INH060600,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060701,INH060700,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060702,INH060700,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060801,INH060800,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060802,INH060800,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060901,INH060900,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH060902,INH060900,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061001,INH061000,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061002,INH061000,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061101,INH061100,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061102,INH061100,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061201,INH061200,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061202,INH061200,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061301,INH061300,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061302,INH061300,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061401,INH061400,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061402,INH061400,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061501,INH061500,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061502,INH061500,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061601,INH061600,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061602,INH061600,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061701,INH061700,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061702,INH061700,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061801,INH061800,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061802,INH061800,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061901,INH061900,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH061902,INH061900,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH062001,INH062000,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH062002,INH062000,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH062101,INH062100,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH062102,INH062100,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH062201,INH062200,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH062202,INH062200,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH062301,INH062300,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH062302,INH062300,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH062401,INH062400,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH062402,INH062400,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH062501,INH062500,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH062502,INH062500,INH060000,rRNA,INH06_Ruckerbauer,False,In-House,Single
INH070101,INH070100,INH070000,polyA,INH07_NovakTempShift,False,In-House,Single
INH070201,INH070200,INH070000,polyA,INH07_NovakTempShift,False,In-House,Single
INH070301,INH070300,INH070000,polyA,INH07_NovakTempShift,False,In-House,Single
INH070401,INH070400,INH070000,polyA,INH07_NovakTempShift,False,In-House,Single
INH070501,INH070500,INH070000,polyA,INH07_NovakTempShift,False,In-House,Single
INH070601,INH070600,INH070000,polyA,INH07_NovakTempShift,False,In-House,Single
INH070701,INH070700,INH070000,polyA,INH07_NovakTempShift,False,In-House,Single
INH070801,INH070800,INH070000,polyA,INH07_NovakTempShift,False,In-House,Single
INH070901,INH070900,INH070000,polyA,INH07_NovakTempShift,False,In-House,Single
INH071001,INH071000,INH070000,polyA,INH07_NovakTempShift,False,In-House,Single
